id,image,label
3076,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_11.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_11_mask.tif
3077,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_12.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_12_mask.tif
3078,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_13.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_13_mask.tif
3079,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_14.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_14_mask.tif
3080,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_15.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_15_mask.tif
3081,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_16.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_16_mask.tif
3082,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_17.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_17_mask.tif
3083,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_18.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_18_mask.tif
3084,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_19.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_19_mask.tif
3085,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_2.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_2_mask.tif
3086,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_20.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_20_mask.tif
3087,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_21.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_21_mask.tif
3088,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_3.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_3_mask.tif
3089,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_4.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_4_mask.tif
3090,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_5.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_5_mask.tif
3091,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_6.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_6_mask.tif
3092,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_7.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_7_mask.tif
3093,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_8.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_8_mask.tif
3094,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_9.tif,./archive/kaggle_3m\TCGA_HT_7680_19970202\TCGA_HT_7680_19970202_9_mask.tif
3095,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_1.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_1_mask.tif
3096,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_10.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_10_mask.tif
3097,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_11.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_11_mask.tif
3098,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_12.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_12_mask.tif
3099,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_13.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_13_mask.tif
3100,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_14.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_14_mask.tif
3101,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_15.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_15_mask.tif
3102,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_16.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_16_mask.tif
3103,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_17.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_17_mask.tif
3104,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_18.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_18_mask.tif
3105,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_19.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_19_mask.tif
3106,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_2.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_2_mask.tif
3107,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_20.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_20_mask.tif
3108,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_21.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_21_mask.tif
3109,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_22.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_22_mask.tif
3110,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_23.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_23_mask.tif
3111,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_24.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_24_mask.tif
3112,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_25.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_25_mask.tif
3113,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_3.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_3_mask.tif
3114,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_4.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_4_mask.tif
3115,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_5.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_5_mask.tif
3116,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_6.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_6_mask.tif
3117,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_7.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_7_mask.tif
3118,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_8.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_8_mask.tif
3119,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_9.tif,./archive/kaggle_3m\TCGA_HT_7684_19950816\TCGA_HT_7684_19950816_9_mask.tif
3120,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_1.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_1_mask.tif
3121,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_10.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_10_mask.tif
3122,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_11.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_11_mask.tif
3123,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_12.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_12_mask.tif
3124,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_13.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_13_mask.tif
3125,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_14.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_14_mask.tif
3126,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_15.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_15_mask.tif
3127,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_16.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_16_mask.tif
3128,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_17.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_17_mask.tif
3129,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_18.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_18_mask.tif
3130,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_19.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_19_mask.tif
3131,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_2.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_2_mask.tif
3132,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_20.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_20_mask.tif
3133,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_3.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_3_mask.tif
3134,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_4.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_4_mask.tif
3135,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_5.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_5_mask.tif
3136,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_6.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_6_mask.tif
3137,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_7.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_7_mask.tif
3138,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_8.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_8_mask.tif
3139,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_9.tif,./archive/kaggle_3m\TCGA_HT_7686_19950629\TCGA_HT_7686_19950629_9_mask.tif
3140,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_1.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_1_mask.tif
3141,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_10.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_10_mask.tif
3142,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_11.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_11_mask.tif
3143,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_12.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_12_mask.tif
3144,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_13.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_13_mask.tif
3145,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_14.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_14_mask.tif
3146,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_15.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_15_mask.tif
3147,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_16.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_16_mask.tif
3148,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_17.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_17_mask.tif
3149,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_18.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_18_mask.tif
3150,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_19.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_19_mask.tif
3151,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_2.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_2_mask.tif
3152,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_20.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_20_mask.tif
3153,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_21.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_21_mask.tif
3154,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_22.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_22_mask.tif
3155,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_23.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_23_mask.tif
3156,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_24.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_24_mask.tif
3157,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_3.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_3_mask.tif
3158,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_4.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_4_mask.tif
3159,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_5.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_5_mask.tif
3160,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_6.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_6_mask.tif
3161,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_7.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_7_mask.tif
3162,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_8.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_8_mask.tif
3163,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_9.tif,./archive/kaggle_3m\TCGA_HT_7690_19960312\TCGA_HT_7690_19960312_9_mask.tif
3164,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_1.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_1_mask.tif
3165,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_10.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_10_mask.tif
3166,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_11.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_11_mask.tif
3167,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_12.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_12_mask.tif
3168,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_13.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_13_mask.tif
3169,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_14.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_14_mask.tif
3170,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_15.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_15_mask.tif
3171,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_16.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_16_mask.tif
3172,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_17.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_17_mask.tif
3173,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_18.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_18_mask.tif
3174,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_19.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_19_mask.tif
3175,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_2.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_2_mask.tif
3176,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_20.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_20_mask.tif
3177,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_3.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_3_mask.tif
3178,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_4.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_4_mask.tif
3179,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_5.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_5_mask.tif
3180,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_6.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_6_mask.tif
3181,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_7.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_7_mask.tif
3182,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_8.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_8_mask.tif
3183,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_9.tif,./archive/kaggle_3m\TCGA_HT_7692_19960724\TCGA_HT_7692_19960724_9_mask.tif
3184,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_1.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_1_mask.tif
3185,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_10.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_10_mask.tif
3186,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_11.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_11_mask.tif
3187,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_12.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_12_mask.tif
3188,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_13.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_13_mask.tif
3189,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_14.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_14_mask.tif
3190,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_15.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_15_mask.tif
3191,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_16.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_16_mask.tif
3192,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_17.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_17_mask.tif
3193,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_18.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_18_mask.tif
3194,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_19.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_19_mask.tif
3195,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_2.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_2_mask.tif
3196,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_20.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_20_mask.tif
3197,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_21.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_21_mask.tif
3198,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_3.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_3_mask.tif
3199,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_4.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_4_mask.tif
3200,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_5.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_5_mask.tif
3201,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_6.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_6_mask.tif
3202,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_7.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_7_mask.tif
3203,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_8.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_8_mask.tif
3204,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_9.tif,./archive/kaggle_3m\TCGA_HT_7693_19950520\TCGA_HT_7693_19950520_9_mask.tif
3205,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_1.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_1_mask.tif
3206,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_10.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_10_mask.tif
3207,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_11.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_11_mask.tif
3208,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_12.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_12_mask.tif
3209,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_13.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_13_mask.tif
3210,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_14.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_14_mask.tif
3211,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_15.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_15_mask.tif
3212,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_16.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_16_mask.tif
3213,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_17.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_17_mask.tif
3214,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_18.tif,./archive/kaggle_3m\TCGA_HT_7694_19950404\TCGA_HT_7694_19950404_18_mask.tif
